PID_IN,PID_Kp_OUT1,PID_Kid_OUT1,PID_prod1_IN2,PID_int_delayIn_IN1,PID_der_sum1_IN2,PID_der_delay_IN1,PID_der_sum2_IN2,PID_prod1_IN1,PID_prod1_IN2,PID_prod1_OUT1,PID_int_zero_OUT1,PID_int_delayIn_IN1,PID_int_delayIn_OUT1,PID_int_delayIn_IC,PID_int_delta_t_OUT1,PID_int_multDelta_IN1,PID_int_multDelta_IN2,PID_int_multDelta_OUT1,PID_zeroCt_OUT1,PID_int_delayState_IN1,PID_int_delayState_OUT1,PID_int_delayState_IC,PID_int_sumState_IN1,PID_int_sumState_IN2,PID_int_sumState_OUT1,PID_prod2_IN1,PID_prod2_IN2,PID_prod2_OUT1,PID_sum1_IN1,PID_sum1_IN2,PID_sum1_OUT1,PID_der_delta_t_OUT1,PID_der_multIc_IN1,PID_der_multIc_IN2,PID_der_multIc_OUT1,PID_der_neg1_IN1,PID_der_neg1_OUT1,PID_der_sum1_IN1,PID_der_sum1_IN2,PID_der_sum1_OUT1,PID_der_delay_IN1,PID_der_delay_OUT1,PID_der_delay_IC,PID_der_neg2_IN1,PID_der_neg2_OUT1,PID_der_sum2_IN1,PID_der_sum2_IN2,PID_der_sum2_OUT1,PID_der_inv_IN1,PID_der_inv_OUT1,PID_der_mult_IN1,PID_der_mult_IN2,PID_der_mult_OUT1,PID_prod3_IN1,PID_prod3_IN2,PID_prod3_OUT1,PID_sum2_IN1,PID_sum2_IN2,PID_sum2_OUT1,PID_OUT
864.260598,390.000000,20.000000,864.260598,864.260598,864.260598,864.260598,864.260598,390.000000,864.260598,337061.633258,0.000000,864.260598,316.008096,864.260598,0.500000,316.008096,0.500000,158.004048,864.260598,-28.818635,-53.238114,-28.818635,158.004048,-53.238114,104.765935,104.765935,20.000000,2095.318691,337061.633258,2095.318691,339156.951949,0.500000,864.260598,0.500000,432.130299,432.130299,-432.130299,-432.130299,864.260598,432.130299,864.260598,316.008096,864.260598,316.008096,-316.008096,-316.008096,864.260598,548.252502,0.500000,2.000000,548.252502,2.000000,1096.505004,20.000000,1096.505004,21930.100070,339156.951949,21930.100070,361087.052020,361087.052020
1347.551595,390.000000,20.000000,1347.551595,1347.551595,1347.551595,1347.551595,1347.551595,390.000000,1347.551595,525545.121995,0.000000,1347.551595,864.260598,1347.551595,0.500000,864.260598,0.500000,432.130299,1347.551595,104.765935,-28.818635,104.765935,432.130299,-28.818635,403.311664,403.311664,20.000000,8066.233271,525545.121995,8066.233271,533611.355266,0.500000,1347.551595,0.500000,673.775797,673.775797,-673.775797,-673.775797,1347.551595,673.775797,1347.551595,864.260598,1347.551595,864.260598,-864.260598,-864.260598,1347.551595,483.290997,0.500000,2.000000,483.290997,2.000000,966.581994,20.000000,966.581994,19331.639870,533611.355266,19331.639870,552942.995136,552942.995136
799.527880,390.000000,20.000000,799.527880,799.527880,799.527880,799.527880,799.527880,390.000000,799.527880,311815.873260,0.000000,799.527880,1347.551595,799.527880,0.500000,1347.551595,0.500000,673.775797,799.527880,403.311664,104.765935,403.311664,673.775797,104.765935,778.541732,778.541732,20.000000,15570.834640,311815.873260,15570.834640,327386.707900,0.500000,799.527880,0.500000,399.763940,399.763940,-399.763940,-399.763940,799.527880,399.763940,799.527880,1347.551595,799.527880,1347.551595,-1347.551595,-1347.551595,799.527880,-548.023715,0.500000,2.000000,-548.023715,2.000000,-1096.047429,20.000000,-1096.047429,-21920.948588,327386.707900,-21920.948588,305465.759312,305465.759312
-2467.518634,390.000000,20.000000,-2467.518634,-2467.518634,-2467.518634,-2467.518634,-2467.518634,390.000000,-2467.518634,-962332.267301,0.000000,-2467.518634,799.527880,-2467.518634,0.500000,799.527880,0.500000,399.763940,-2467.518634,778.541732,403.311664,778.541732,399.763940,403.311664,803.075604,803.075604,20.000000,16061.512073,-962332.267301,16061.512073,-946270.755228,0.500000,-2467.518634,0.500000,-1233.759317,-1233.759317,1233.759317,1233.759317,-2467.518634,-1233.759317,-2467.518634,799.527880,-2467.518634,799.527880,-799.527880,-799.527880,-2467.518634,-3267.046514,0.500000,2.000000,-3267.046514,2.000000,-6534.093029,20.000000,-6534.093029,-130681.860570,-946270.755228,-130681.860570,-1076952.615799,-1076952.615799
-9422.008400,390.000000,20.000000,-9422.008400,-9422.008400,-9422.008400,-9422.008400,-9422.008400,390.000000,-9422.008400,-3674583.275964,0.000000,-9422.008400,-2467.518634,-9422.008400,0.500000,-2467.518634,0.500000,-1233.759317,-9422.008400,803.075604,778.541732,803.075604,-1233.759317,778.541732,-455.217585,-455.217585,20.000000,-9104.351701,-3674583.275964,-9104.351701,-3683687.627665,0.500000,-9422.008400,0.500000,-4711.004200,-4711.004200,4711.004200,4711.004200,-9422.008400,-4711.004200,-9422.008400,-2467.518634,-9422.008400,-2467.518634,2467.518634,2467.518634,-9422.008400,-6954.489766,0.500000,2.000000,-6954.489766,2.000000,-13908.979532,20.000000,-13908.979532,-278179.590632,-3683687.627665,-278179.590632,-3961867.218297,-3961867.218297
-16435.013986,390.000000,20.000000,-16435.013986,-16435.013986,-16435.013986,-16435.013986,-16435.013986,390.000000,-16435.013986,-6409655.454487,0.000000,-16435.013986,-9422.008400,-16435.013986,0.500000,-9422.008400,0.500000,-4711.004200,-16435.013986,-455.217585,803.075604,-455.217585,-4711.004200,803.075604,-3907.928596,-3907.928596,20.000000,-78158.571927,-6409655.454487,-78158.571927,-6487814.026414,0.500000,-16435.013986,0.500000,-8217.506993,-8217.506993,8217.506993,8217.506993,-16435.013986,-8217.506993,-16435.013986,-9422.008400,-16435.013986,-9422.008400,9422.008400,9422.008400,-16435.013986,-7013.005586,0.500000,2.000000,-7013.005586,2.000000,-14026.011172,20.000000,-14026.011172,-280520.223438,-6487814.026414,-280520.223438,-6768334.249852,-6768334.249852
-13001.895221,390.000000,20.000000,-13001.895221,-13001.895221,-13001.895221,-13001.895221,-13001.895221,390.000000,-13001.895221,-5070739.136094,0.000000,-13001.895221,-16435.013986,-13001.895221,0.500000,-16435.013986,0.500000,-8217.506993,-13001.895221,-3907.928596,-455.217585,-3907.928596,-8217.506993,-455.217585,-8672.724578,-8672.724578,20.000000,-173454.491560,-5070739.136094,-173454.491560,-5244193.627654,0.500000,-13001.895221,0.500000,-6500.947610,-6500.947610,6500.947610,6500.947610,-13001.895221,-6500.947610,-13001.895221,-16435.013986,-13001.895221,-16435.013986,16435.013986,16435.013986,-13001.895221,3433.118765,0.500000,2.000000,3433.118765,2.000000,6866.237530,20.000000,6866.237530,137324.750604,-5244193.627654,137324.750604,-5106868.877049,-5106868.877049
19881.557998,390.000000,20.000000,19881.557998,19881.557998,19881.557998,19881.557998,19881.557998,390.000000,19881.557998,7753807.619296,0.000000,19881.557998,-13001.895221,19881.557998,0.500000,-13001.895221,0.500000,-6500.947610,19881.557998,-8672.724578,-3907.928596,-8672.724578,-6500.947610,-3907.928596,-10408.876207,-10408.876207,20.000000,-208177.524134,7753807.619296,-208177.524134,7545630.095161,0.500000,19881.557998,0.500000,9940.778999,9940.778999,-9940.778999,-9940.778999,19881.557998,9940.778999,19881.557998,-13001.895221,19881.557998,-13001.895221,13001.895221,13001.895221,19881.557998,32883.453219,0.500000,2.000000,32883.453219,2.000000,65766.906438,20.000000,65766.906438,1315338.128758,7545630.095161,1315338.128758,8860968.223919,8860968.223919
53754.708876,390.000000,20.000000,53754.708876,53754.708876,53754.708876,53754.708876,53754.708876,390.000000,53754.708876,20964336.461615,0.000000,53754.708876,19881.557998,53754.708876,0.500000,19881.557998,0.500000,9940.778999,53754.708876,-10408.876207,-8672.724578,-10408.876207,9940.778999,-8672.724578,1268.054421,1268.054421,20.000000,25361.088422,20964336.461615,25361.088422,20989697.550037,0.500000,53754.708876,0.500000,26877.354438,26877.354438,-26877.354438,-26877.354438,53754.708876,26877.354438,53754.708876,19881.557998,53754.708876,19881.557998,-19881.557998,-19881.557998,53754.708876,33873.150878,0.500000,2.000000,33873.150878,2.000000,67746.301755,20.000000,67746.301755,1354926.035110,20989697.550037,1354926.035110,22344623.585147,22344623.585147
72968.616971,390.000000,20.000000,72968.616971,72968.616971,72968.616971,72968.616971,72968.616971,390.000000,72968.616971,28457760.618748,0.000000,72968.616971,53754.708876,72968.616971,0.500000,53754.708876,0.500000,26877.354438,72968.616971,1268.054421,-10408.876207,1268.054421,26877.354438,-10408.876207,16468.478231,16468.478231,20.000000,329369.564625,28457760.618748,329369.564625,28787130.183374,0.500000,72968.616971,0.500000,36484.308486,36484.308486,-36484.308486,-36484.308486,72968.616971,36484.308486,72968.616971,53754.708876,72968.616971,53754.708876,-53754.708876,-53754.708876,72968.616971,19213.908095,0.500000,2.000000,19213.908095,2.000000,38427.816190,20.000000,38427.816190,768556.323809,28787130.183374,768556.323809,29555686.507182,29555686.507182
7947.234433,390.000000,20.000000,7947.234433,7947.234433,7947.234433,7947.234433,7947.234433,390.000000,7947.234433,3099421.428867,0.000000,7947.234433,72968.616971,7947.234433,0.500000,72968.616971,0.500000,36484.308486,7947.234433,16468.478231,1268.054421,16468.478231,36484.308486,1268.054421,37752.362907,37752.362907,20.000000,755047.258134,3099421.428867,755047.258134,3854468.687001,0.500000,7947.234433,0.500000,3973.617216,3973.617216,-3973.617216,-3973.617216,7947.234433,3973.617216,7947.234433,72968.616971,7947.234433,72968.616971,-72968.616971,-72968.616971,7947.234433,-65021.382538,0.500000,2.000000,-65021.382538,2.000000,-130042.765076,20.000000,-130042.765076,-2600855.301526,3854468.687001,-2600855.301526,1253613.385474,1253613.385474
-29596.901753,390.000000,20.000000,-29596.901753,-29596.901753,-29596.901753,-29596.901753,-29596.901753,390.000000,-29596.901753,-11542791.683775,0.000000,-29596.901753,7947.234433,-29596.901753,0.500000,7947.234433,0.500000,3973.617216,-29596.901753,37752.362907,16468.478231,37752.362907,3973.617216,16468.478231,20442.095448,20442.095448,20.000000,408841.908955,-11542791.683775,408841.908955,-11133949.774819,0.500000,-29596.901753,0.500000,-14798.450877,-14798.450877,14798.450877,14798.450877,-29596.901753,-14798.450877,-29596.901753,7947.234433,-29596.901753,7947.234433,-7947.234433,-7947.234433,-29596.901753,-37544.136186,0.500000,2.000000,-37544.136186,2.000000,-75088.272373,20.000000,-75088.272373,-1501765.447450,-11133949.774819,-1501765.447450,-12635715.222270,-12635715.222270
-225327.347498,390.000000,20.000000,-225327.347498,-225327.347498,-225327.347498,-225327.347498,-225327.347498,390.000000,-225327.347498,-87877665.524114,0.000000,-225327.347498,-29596.901753,-225327.347498,0.500000,-29596.901753,0.500000,-14798.450877,-225327.347498,20442.095448,37752.362907,20442.095448,-14798.450877,37752.362907,22953.912030,22953.912030,20.000000,459078.240601,-87877665.524114,459078.240601,-87418587.283513,0.500000,-225327.347498,0.500000,-112663.673749,-112663.673749,112663.673749,112663.673749,-225327.347498,-112663.673749,-225327.347498,-29596.901753,-225327.347498,-29596.901753,29596.901753,29596.901753,-225327.347498,-195730.445744,0.500000,2.000000,-195730.445744,2.000000,-391460.891489,20.000000,-391460.891489,-7829217.829778,-87418587.283513,-7829217.829778,-95247805.113292,-95247805.113292
1351047.150405,390.000000,20.000000,1351047.150405,1351047.150405,1351047.150405,1351047.150405,1351047.150405,390.000000,1351047.150405,526908388.657977,0.000000,1351047.150405,-225327.347498,1351047.150405,0.500000,-225327.347498,0.500000,-112663.673749,1351047.150405,22953.912030,20442.095448,22953.912030,-112663.673749,20442.095448,-92221.578301,-92221.578301,20.000000,-1844431.566022,526908388.657977,-1844431.566022,525063957.091955,0.500000,1351047.150405,0.500000,675523.575203,675523.575203,-675523.575203,-675523.575203,1351047.150405,675523.575203,1351047.150405,-225327.347498,1351047.150405,-225327.347498,225327.347498,225327.347498,1351047.150405,1576374.497903,0.500000,2.000000,1576374.497903,2.000000,3152748.995806,20.000000,3152748.995806,63054979.916112,525063957.091955,63054979.916112,588118937.008067,588118937.008067
-112523379.262000,390.000000,20.000000,-112523379.262000,-112523379.262000,-112523379.262000,-112523379.262000,-112523379.262000,390.000000,-112523379.262000,-43884117912.180122,0.000000,-112523379.262000,1351047.150405,-112523379.262000,0.500000,1351047.150405,0.500000,675523.575203,-112523379.262000,-92221.578301,22953.912030,-92221.578301,675523.575203,22953.912030,698477.487233,698477.487233,20.000000,13969549.744652,-43884117912.180122,13969549.744652,-43870148362.435471,0.500000,-112523379.262000,0.500000,-56261689.631000,-56261689.631000,56261689.631000,56261689.631000,-112523379.262000,-56261689.631000,-112523379.262000,1351047.150405,-112523379.262000,1351047.150405,-1351047.150405,-1351047.150405,-112523379.262000,-113874426.412405,0.500000,2.000000,-113874426.412405,2.000000,-227748852.824811,20.000000,-227748852.824811,-4554977056.496216,-43870148362.435471,-4554977056.496216,-48425125418.931686,-48425125418.931686
602745560444.511475,390.000000,20.000000,602745560444.511475,602745560444.511475,602745560444.511475,602745560444.511475,602745560444.511475,390.000000,602745560444.511475,235070768573359.468750,0.000000,602745560444.511475,-112523379.262000,602745560444.511475,0.500000,-112523379.262000,0.500000,-56261689.631000,602745560444.511475,698477.487233,-92221.578301,698477.487233,-56261689.631000,-92221.578301,-56353911.209301,-56353911.209301,20.000000,-1127078224.186025,235070768573359.468750,-1127078224.186025,235069641495135.281250,0.500000,602745560444.511475,0.500000,301372780222.255737,301372780222.255737,-301372780222.255737,-301372780222.255737,602745560444.511475,301372780222.255737,602745560444.511475,-112523379.262000,602745560444.511475,-112523379.262000,112523379.262000,112523379.262000,602745560444.511475,602858083823.773438,0.500000,2.000000,602858083823.773438,2.000000,1205716167647.546875,20.000000,1205716167647.546875,24114323352950.937500,235069641495135.281250,24114323352950.937500,259183964848086.218750,259183964848086.218750
-16899515277711644672.000000,390.000000,20.000000,-16899515277711644672.000000,-16899515277711644672.000000,-16899515277711644672.000000,-16899515277711644672.000000,-16899515277711644672.000000,390.000000,-16899515277711644672.000000,-6590810958307541385216.000000,0.000000,-16899515277711644672.000000,602745560444.511475,-16899515277711644672.000000,0.500000,602745560444.511475,0.500000,301372780222.255737,-16899515277711644672.000000,-56353911.209301,698477.487233,-56353911.209301,301372780222.255737,698477.487233,301373478699.742981,301373478699.742981,20.000000,6027469573994.859375,-6590810958307541385216.000000,6027469573994.859375,-6590810952280071733248.000000,0.500000,-16899515277711644672.000000,0.500000,-8449757638855822336.000000,-8449757638855822336.000000,8449757638855822336.000000,8449757638855822336.000000,-16899515277711644672.000000,-8449757638855822336.000000,-16899515277711644672.000000,602745560444.511475,-16899515277711644672.000000,602745560444.511475,-602745560444.511475,-602745560444.511475,-16899515277711644672.000000,-16899515880457205760.000000,0.500000,2.000000,-16899515880457205760.000000,2.000000,-33799031760914411520.000000,20.000000,-33799031760914411520.000000,-675980635218288181248.000000,-6590810952280071733248.000000,-675980635218288181248.000000,-7266791587498360307712.000000,-7266791587498360307712.000000
13279833459029029663999674047004672.000000,390.000000,20.000000,13279833459029029663999674047004672.000000,13279833459029029663999674047004672.000000,13279833459029029663999674047004672.000000,13279833459029029663999674047004672.000000,13279833459029029663999674047004672.000000,390.000000,13279833459029029663999674047004672.000000,5179135049021321836437661947120320512.000000,0.000000,13279833459029029663999674047004672.000000,-16899515277711644672.000000,13279833459029029663999674047004672.000000,0.500000,-16899515277711644672.000000,0.500000,-8449757638855822336.000000,13279833459029029663999674047004672.000000,301373478699.742981,-56353911.209301,301373478699.742981,-8449757638855822336.000000,-56353911.209301,-8449757638912176128.000000,-8449757638912176128.000000,20.000000,-168995152778243538944.000000,5179135049021321836437661947120320512.000000,-168995152778243538944.000000,5179135049021321836437661947120320512.000000,0.500000,13279833459029029663999674047004672.000000,0.500000,6639916729514514831999837023502336.000000,6639916729514514831999837023502336.000000,-6639916729514514831999837023502336.000000,-6639916729514514831999837023502336.000000,13279833459029029663999674047004672.000000,6639916729514514831999837023502336.000000,13279833459029029663999674047004672.000000,-16899515277711644672.000000,13279833459029029663999674047004672.000000,-16899515277711644672.000000,16899515277711644672.000000,16899515277711644672.000000,13279833459029029663999674047004672.000000,13279833459029045804900738542862336.000000,0.500000,2.000000,13279833459029045804900738542862336.000000,2.000000,26559666918058091609801477085724672.000000,20.000000,26559666918058091609801477085724672.000000,531193338361161813749285468004941824.000000,5179135049021321836437661947120320512.000000,531193338361161813749285468004941824.000000,5710328387382483428826018530610642944.000000,5710328387382483428826018530610642944.000000
-8200292783337169128160425119890180994543790717336254058449600512.000000,390.000000,20.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,390.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-3198114185501495863523457732917577986428879420486459785503796363264.000000,0.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,13279833459029029663999674047004672.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,0.500000,13279833459029029663999674047004672.000000,0.500000,6639916729514514831999837023502336.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-8449757638912176128.000000,301373478699.742981,-8449757638912176128.000000,6639916729514514831999837023502336.000000,301373478699.742981,6639916729514514831999837023502336.000000,6639916729514514831999837023502336.000000,20.000000,132798334590290287416624703615270912.000000,-3198114185501495863523457732917577986428879420486459785503796363264.000000,132798334590290287416624703615270912.000000,-3198114185501495863523457732917577986428879420486459785503796363264.000000,0.500000,-8200292783337169128160425119890180994543790717336254058449600512.000000,0.500000,-4100146391668584564080212559945090497271895358668127029224800256.000000,-4100146391668584564080212559945090497271895358668127029224800256.000000,4100146391668584564080212559945090497271895358668127029224800256.000000,4100146391668584564080212559945090497271895358668127029224800256.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-4100146391668584564080212559945090497271895358668127029224800256.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,13279833459029029663999674047004672.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,13279833459029029663999674047004672.000000,-13279833459029029663999674047004672.000000,-13279833459029029663999674047004672.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,0.500000,2.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,2.000000,-16400585566674338256320850239780361989087581434672508116899201024.000000,20.000000,-16400585566674338256320850239780361989087581434672508116899201024.000000,-328011711333486776818430103442830585411230290423714319585444364288.000000,-3198114185501495863523457732917577986428879420486459785503796363264.000000,-328011711333486776818430103442830585411230290423714319585444364288.000000,-3526125896834982733877992625538195336875939004752287363068923478016.000000,-3526125896834982733877992625538195336875939004752287363068923478016.000000
3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,390.000000,20.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,390.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,1219459625161609238229379032804479323315223917705362654265434885017364379149126963641200147151097919152739977964768229391859712.000000,0.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,0.500000,-8200292783337169128160425119890180994543790717336254058449600512.000000,0.500000,-4100146391668584564080212559945090497271895358668127029224800256.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,6639916729514514831999837023502336.000000,-8449757638912176128.000000,6639916729514514831999837023502336.000000,-4100146391668584564080212559945090497271895358668127029224800256.000000,-8449757638912176128.000000,-4100146391668584564080212559945090497271895358668127029224800256.000000,-4100146391668584564080212559945090497271895358668127029224800256.000000,20.000000,-82002927833371694204607525860707646352807572605928579896361091072.000000,1219459625161609238229379032804479323315223917705362654265434885017364379149126963641200147151097919152739977964768229391859712.000000,-82002927833371694204607525860707646352807572605928579896361091072.000000,1219459625161609238229379032804479323315223917705362654265434885017364379149126963641200147151097919152739977964768229391859712.000000,0.500000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,0.500000,1563409775848216920902762981601685191274427913187991267793373786635803304006641599479034256670197923422893596697051638267904.000000,1563409775848216920902762981601685191274427913187991267793373786635803304006641599479034256670197923422893596697051638267904.000000,-1563409775848216920902762981601685191274427913187991267793373786635803304006641599479034256670197923422893596697051638267904.000000,-1563409775848216920902762981601685191274427913187991267793373786635803304006641599479034256670197923422893596697051638267904.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,1563409775848216920902762981601685191274427913187991267793373786635803304006641599479034256670197923422893596697051638267904.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,-8200292783337169128160425119890180994543790717336254058449600512.000000,8200292783337169128160425119890180994543790717336254058449600512.000000,8200292783337169128160425119890180994543790717336254058449600512.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,0.500000,2.000000,3126819551696433841805525963203370382548855826375982535586747573271606608013283198958068513340395846845787193394103276535808.000000,2.000000,6253639103392867683611051926406740765097711652751965071173495146543213216026566397916137026680791693691574386788206553071616.000000,20.000000,6253639103392867683611051926406740765097711652751965071173495146543213216026566397916137026680791693691574386788206553071616.000000,125072782067857344278050707432801903744031845897691191920739707297584781491367441829486640075182060019035494196689318933692416.000000,1219459625161609238229379032804479323315223917705362654265434885017364379149126963641200147151097919152739977964768229391859712.000000,125072782067857344278050707432801903744031845897691191920739707297584781491367441829486640075182060019035494196689318933692416.000000,1344532407229466507354067091474617934595876666344268970164333027248713298007183316439997983558809788333407523848859051303632896.000000,1344532407229466507354067091474617934595876666344268970164333027248713298007183316439997983558809788333407523848859051303632896.000000
